package_code,procedure_name,tier3_cost,tier2_cost,tier1_cost,category,private_tier1,private_tier2,private_tier3,private_metro
SU090,"Radical
Retroperitoneal lymph
node dissection",50700.0,57600.0,60900.0,SU,194880,184320,162240,243600
SU003,Nephrectomy,41100.0,46600.0,49300.0,SU,157760,149120,131520,197200
SU003,Nephrectomy,45800.0,52000.0,54900.0,SU,175680,166400,146560,219600
SU003,Nephrectomy,41100.0,46600.0,49300.0,SU,157760,149120,131520,197200
SU003,Nephrectomy,45800.0,52000.0,54900.0,SU,175680,166400,146560,219600
SU004,"Nephrectomy - Partial
or Hemi",54500.0,61900.0,65400.0,SU,209280,198080,174400,261600
,,,,,,,,,
SU004,"Nephrectomy - Partial
or Hemi",57800.0,65700.0,69300.0,SU,221760,210240,184960,277200
SU010,"Nephro ureterectomy
(Benign)",41100.0,46600.0,49300.0,SU,157760,149120,131520,197200
SU010,"Nephro ureterectomy
(Benign)",45800.0,52000.0,54900.0,SU,175680,166400,146560,219600
SU011,"Nephro ureterectomy
with cuff of bladder",41100.0,46600.0,49300.0,SU,157760,149120,131520,197200
SU011,"Nephro ureterectomy
with cuff of bladder",45800.0,52000.0,54900.0,SU,175680,166400,146560,219600
SE042,Optic neuritis,2100.0,2500.0,2700.0,SE,8640,8000,6720,10800
SE001,Ptosis Surgery,8000.0,9400.0,10000.0,SE,32000,30080,25600,40000
SE002,Entropion correction,6600.0,7800.0,8300.0,SE,26560,24960,21120,33200
SE003,Ectropion correction,6500.0,7700.0,8200.0,SE,26240,24640,20800,32800
SE004,Lid Tear Repair,7700.0,9100.0,9700.0,SE,31040,29120,24640,38800
SE005,Lid Abscess Drainage,5700.0,6700.0,7200.0,SE,23040,21440,18240,28800
SE006,"Lid Tumor excision +
Lid Reconstruction",14000.0,16400.0,17500.0,SE,56000,52480,44800,70000
SE007,Chalazion Removal,2000.0,2400.0,2500.0,SE,8000,7680,6400,10000
SE008,Squint correction,4100.0,4800.0,5100.0,SE,16320,15360,13120,20400
SE008,Squint correction,12000.0,14100.0,15000.0,SE,48000,45120,38400,60000
SE009,"Conjunctival tumour
excision including
Amniotic Membrane
Graft",7000.0,8200.0,8800.0,SE,28160,26240,22400,35200
SE010,"Dacryocystorhinostom
y",12500.0,14200.0,15000.0,SE,48000,45440,40000,60000
SE010,"Dacryocystorhinostom
y",10000.0,11400.0,12000.0,SE,38400,36480,32000,48000
SE010,"Dacryocystorhinostom
y",12500.0,14200.0,15000.0,SE,48000,45440,40000,60000
SE010,"Dacryocystorhinostom
y",10000.0,11400.0,12000.0,SE,38400,36480,32000,48000
SE011,"Corneal Ulcer
Management",5000.0,5700.0,6000.0,SE,19200,18240,16000,24000
SE012,Corneal Grafting,13700.0,15500.0,16400.0,SE,52480,49600,43840,65600
SE012,Corneal Grafting,17200.0,19600.0,20700.0,SE,66240,62720,55040,82800
,,,,,,,,,
SE013,"Corneal Collagen
Crosslinking",17500.0,19900.0,21000.0,SE,67200,63680,56000,84000
SE014,"Pterygium +
Conjunctival Autograft",11700.0,13300.0,14000.0,SE,44800,42560,37440,56000
SE015,"Corneo / Scleral /
Corneo scleral tear
repair",7500.0,8600.0,9000.0,SE,28800,27520,24000,36000
SE016,"Corneal / Scleral
Patch Graft",7300.0,8300.0,8700.0,SE,27840,26560,23360,34800
SE017,"Scleral buckling
surgery",24700.0,28000.0,29600.0,SE,94720,89600,79040,118400
SE018,"Scleral Buckle
Removal",6900.0,7900.0,8300.0,SE,26560,25280,22080,33200
SE019,"Limbal Dermoid
Removal",2500.0,2900.0,3000.0,SE,9600,9280,8000,12000
SE020,Cataract surgery,4500.0,5300.0,5700.0,SE,18240,16960,14400,22800
SE020,Cataract surgery,4000.0,4700.0,5000.0,SE,16000,15040,12800,20000
SE021,"Surgery for Pediatric
Cataract",11500.0,13100.0,13800.0,SE,44160,41920,36800,55200
SE021,"Surgery for Pediatric
Cataract",11500.0,13100.0,13800.0,SE,44160,41920,36800,55200
SE021,"Surgery for Pediatric
Cataract",10000.0,11400.0,12000.0,SE,38400,36480,32000,48000
SE022,Capsulotomy (YAG),1900.0,2200.0,2300.0,SE,7360,7040,6080,9200
SE023,"SFIOL (inclusive of
Vitrectomy)",18800.0,21300.0,22500.0,SE,72000,68160,60160,90000
SE024,"Secondary IOL / IOL
Exchange / Explant",6200.0,7300.0,7800.0,SE,24960,23360,19840,31200
SE025,IRIS Prolapse – Repair,4500.0,5300.0,5700.0,SE,18240,16960,14400,22800
SE026,Iridectomy,2000.0,2400.0,2500.0,SE,8000,7680,6400,10000
SE027,Glaucoma Surgery,4700.0,5300.0,5600.0,SE,17920,16960,15040,22400
SE027,Glaucoma Surgery,14200.0,16100.0,17000.0,SE,54400,51520,45440,68000
SE027,Glaucoma Surgery,16300.0,18500.0,19500.0,SE,62400,59200,52160,78000
SE027,Glaucoma Surgery,18800.0,21300.0,22500.0,SE,72000,68160,60160,90000
,,,,,,,,,
SE028,"EUA for Confirmation
of Pediatric Glaucoma",3000.0,3600.0,3800.0,SE,12160,11520,9600,15200
SE029,"Retinal Laser
Photocoagulation",1500.0,1800.0,1900.0,SE,6080,5760,4800,7600
SE029,"Retinal Laser
Photocoagulation",8500.0,10000.0,10700.0,SE,34240,32000,27200,42800
SE030,ROP Laser - Per Eye,5000.0,5900.0,6300.0,SE,20160,18880,16000,25200
SE031,Retinal Cryopexy,3800.0,4500.0,4800.0,SE,15360,14400,12160,19200
SE032,"Vitreoretinal Surgery
(with Silicon Oil
Insertion)",25300.0,29700.0,31700.0,SE,101440,95040,80960,126800
SE033,"SOR (Silicon Oil
Removal)",9300.0,10900.0,11700.0,SE,37440,34880,29760,46800
SE034,"Endophthalmitis
(excluding Vitrectomy)",5000.0,5900.0,6300.0,SE,20160,18880,16000,25200
SE035,Enucleation,11900.0,13500.0,14300.0,SE,45760,43200,38080,57200
SE035,Enucleation,13300.0,15100.0,15900.0,SE,50880,48320,42560,63600
SE036,Evisceration,13300.0,15600.0,16700.0,SE,53440,49920,42560,66800
SE037,Exenteration,23700.0,27800.0,29700.0,SE,95040,88960,75840,118800
SE038,"Socket Reconstruction
including Amniotic
Membrane Graft",14000.0,16000.0,16800.0,SE,53760,51200,44800,67200
SE039,Orbitotomy,17500.0,19900.0,21000.0,SE,67200,63680,56000,84000
SE040,"GA / EUA separate
add on package",3000.0,3600.0,3800.0,SE,12160,11520,9600,15200
SE041,Orbital fracture repair,10500.0,12300.0,13200.0,SE,42240,39360,33600,52800
SE042,Optic neuritis,2100.0,2500.0,2700.0,SE,8640,8000,6720,10800
SE043,Glaucoma Screening,800.0,900.0,1000.0,SE,3200,2880,2560,4000
,,,,,,,,,
SE043,Glaucoma Screening,1500.0,1800.0,1900.0,SE,6080,5760,4800,7600
SE044,"Diabetic Retinopathy
Screening",1000.0,1200.0,1300.0,SE,4160,3840,3200,5200
MN008,"Laser Therapy for
Retinopathy of
Prematurity
(Irrespective of no. of
eyes affected) - per
session",1900.0,2200.0,2300.0,MN,7360,7040,6080,9200
SG001,Oesophagectomy,125000.0,142000.0,150000.0,SG,480000,454400,400000,600000
SG002,"Operations for
Replacement of
Oesophagus by Colon",61200.0,69500.0,73500.0,SG,235200,222400,195840,294000
SG003,Gastrectomy,62500.0,71000.0,75000.0,SG,240000,227200,200000,300000
SG003,Gastrectomy,62500.0,71000.0,75000.0,SG,240000,227200,200000,300000
SG003,Gastrectomy,43500.0,49500.0,52200.0,SG,167040,158400,139200,208800
SG003,Gastrectomy,43500.0,49500.0,52200.0,SG,167040,158400,139200,208800
SG003,Gastrectomy,81300.0,92300.0,97500.0,SG,312000,295360,260160,390000
SG003,Gastrectomy,81300.0,92300.0,97500.0,SG,312000,295360,260160,390000
SG004,"Operative
Gastrostomy",25000.0,28400.0,30000.0,SG,96000,90880,80000,120000
SG005,Vagotomy,32200.0,36500.0,38600.0,SG,123520,116800,103040,154400
SG005,Vagotomy,32200.0,36500.0,38600.0,SG,123520,116800,103040,154400
SG006,"Operation for Bleeding
Peptic Ulcer",27200.0,31900.0,34000.0,SG,108800,102080,87040,136000
SG007,"Operation for Gastric /
Duodenal Perforation",22600.0,26400.0,28200.0,SG,90240,84480,72320,112800
SG007,"Operation for Gastric /
Duodenal Perforation",22600.0,26400.0,28200.0,SG,90240,84480,72320,112800
SG008,Pyloroplasty,20700.0,23500.0,24800.0,SG,79360,75200,66240,99200
SG009,Pyloromyotomy,37500.0,42600.0,45000.0,SG,144000,136320,120000,180000
,,,,,,,,,
SG0106,Subtotal Colectomy,34900.0,40900.0,43600.0,SG,139520,130880,111680,174400
SG0106,Subtotal Colectomy,34900.0,40900.0,43600.0,SG,139520,130880,111680,174400
SG056,"Operation for
Hydrocele",15000.0,17600.0,18800.0,SG,60160,56320,48000,75200
SG073,Sympathectomy,35000.0,41000.0,43800.0,SG,140160,131200,112000,175200
SG0109,ERCP,15000.0,17600.0,18800.0,SG,60160,56320,48000,75200
SG010,Gastrojejunostomy,30000.0,35100.0,37500.0,SG,120000,112320,96000,150000
SG0110,Brachial sinus excision,20000.0,23400.0,25000.0,SG,80000,74880,64000,100000
SG0111,"Epididymal Excision
under GA",2000.0,2400.0,2500.0,SG,8000,7680,6400,10000
SG0112,"Mesentric cyst
excision",20000.0,23400.0,25000.0,SG,80000,74880,64000,100000
SG0113,Mole Excision,2000.0,2400.0,2500.0,SG,8000,7680,6400,10000
SG0114,"Neurofibroma Excision
under LA",2000.0,2400.0,2500.0,SG,8000,7680,6400,10000
SG0115,Ingrowing Toe Nail,2000.0,2400.0,2500.0,SG,8000,7680,6400,10000
SG0116,"Splenorenal
Anastomosis",70000.0,81900.0,87500.0,SG,280000,262080,224000,350000
SG0117,"Replacement Surgery
For Corrosive Injury
Stomach",50000.0,58500.0,62500.0,SG,200000,187200,160000,250000
SG0118,"Choledochoduodenost
omy Or Choledocho
Jejunostomy",35000.0,41000.0,43800.0,SG,140160,131200,112000,175200
SG0119,"Hepatico Jejunostomy
for biliary stricture",45000.0,52700.0,56300.0,SG,180160,168640,144000,225200
SG011,"Surgical Management
of PseudoCyst",22500.0,26400.0,28200.0,SG,90240,84480,72000,112800
SG011,"Surgical Management
of PseudoCyst",22500.0,26400.0,28200.0,SG,90240,84480,72000,112800
SG011,"Surgical Management
of PseudoCyst",26300.0,30800.0,32900.0,SG,105280,98560,84160,131600
SG011,"Surgical Management
of PseudoCyst",26300.0,30800.0,32900.0,SG,105280,98560,84160,131600
SG0120,"I Stage- Sub Total
Colectomy + Ileostomy
+ J - Pouch",80000.0,93600.0,100000.0,SG,320000,299520,256000,400000
,,,,,,,,,
SG0121,"Pancreatic
Necrosectomy",60000.0,70200.0,75000.0,SG,240000,224640,192000,300000
SG0122,"Distal Pancreatectomy
+ Splenectomy",60000.0,70200.0,75000.0,SG,240000,224640,192000,300000
SG0123,"Heller Myotomy
(Lap./Open)",30000.0,35100.0,37500.0,SG,120000,112320,96000,150000
SG0124,"I Stage-Sub Total
Colectomy + Ileostomy",40000.0,46800.0,50000.0,SG,160000,149760,128000,200000
SG012,Feeding Jejunostomy,15000.0,17600.0,18800.0,SG,60160,56320,48000,75200
SG013,Ileostomy,16500.0,19400.0,20700.0,SG,66240,62080,52800,82800
SG014,"Congenital Atresia &
Stenosis of Small
Intestine",37500.0,42600.0,45000.0,SG,144000,136320,120000,180000
SG015,"Operation for
Duplication of Intestine",25400.0,28800.0,30400.0,SG,97280,92160,81280,121600
SG016,Diverticulectomy,25000.0,29300.0,31300.0,SG,100160,93760,80000,125200
SG016,Diverticulectomy,16900.0,19800.0,21100.0,SG,67520,63360,54080,84400
SG017,Appendicectomy,20000.0,23400.0,25000.0,SG,80000,74880,64000,100000
SG017,Appendicectomy,20000.0,23400.0,25000.0,SG,80000,74880,64000,100000
SG018,"Appendicular
Perforation",20000.0,23400.0,25000.0,SG,80000,74880,64000,100000
SG019,"Operative drainage of
Appendicular Abscess",15000.0,17600.0,18800.0,SG,60160,56320,48000,75200
SG020,Total Colectomy,48300.0,54900.0,58000.0,SG,185600,175680,154560,232000
SG020,Total Colectomy,48300.0,54900.0,58000.0,SG,185600,175680,154560,232000
SG021,Hemi colectomy,35200.0,40000.0,42200.0,SG,135040,128000,112640,168800
SG021,Hemi colectomy,35200.0,40000.0,42200.0,SG,135040,128000,112640,168800
,,,,,,,,,
SG021,Hemi colectomy,35200.0,40000.0,42200.0,SG,135040,128000,112640,168800
SG021,Hemi colectomy,35200.0,40000.0,42200.0,SG,135040,128000,112640,168800
SG022,"Operative
Management of
Volvulus of Large
Bowel",32900.0,37300.0,39400.0,SG,126080,119360,105280,157600
SG023,Colostomy,20000.0,23400.0,25000.0,SG,80000,74880,64000,100000
SG024,Closure of stoma,16700.0,19600.0,20900.0,SG,66880,62720,53440,83600
SG025,Sigmoid Resection,23100.0,27000.0,28900.0,SG,92480,86400,73920,115600
SG026,"Perineal Procedure for
Rectal Prolapse",18800.0,22000.0,23500.0,SG,75200,70400,60160,94000
SG027,"Abdominal Procedure
for Rectal Prolapse",20300.0,23700.0,25400.0,SG,81280,75840,64960,101600
SG027,"Abdominal Procedure
for Rectal Prolapse",20300.0,23700.0,25400.0,SG,81280,75840,64960,101600
SG028,Rectal Polyp Excision,10000.0,11700.0,12500.0,SG,40000,37440,32000,50000
SG029,"Anterior Resection of
rectum",50000.0,58500.0,62500.0,SG,200000,187200,160000,250000
SG029,"Anterior Resection of
rectum",50000.0,58500.0,62500.0,SG,200000,187200,160000,250000
SG030,"Resection
Anastomosis",26700.0,31200.0,33300.0,SG,106560,99840,85440,133200
SG030,"Resection
Anastomosis",26700.0,29300.0,33300.0,SG,106560,93760,85440,133200
SG031,"Procedure for Fissure
in Ano",10000.0,11700.0,12500.0,SG,40000,37440,32000,50000
SG032,Haemorroidectomy,12000.0,14100.0,15000.0,SG,48000,45120,38400,60000
SG032,Haemorroidectomy,12000.0,14100.0,15000.0,SG,48000,45120,38400,60000
SG033,"Management of
Pilonidal Sinus",5625.0,6600.0,7100.0,SG,22720,21120,18000,28400
SG034,"Exicision of Sinus and
Curettage",5000.0,5900.0,6300.0,SG,20160,18880,16000,25200
,,,,,,,,,
SG035,"Exploratory
Laparotomy",11800.0,13800.0,14800.0,SG,47360,44160,37760,59200
SG036,"Closure of Burst
Abdomen",15000.0,17600.0,18800.0,SG,60160,56320,48000,75200
SG037,Hepatic Resection,37500.0,43900.0,46900.0,SG,150080,140480,120000,187600
SG037,Hepatic Resection,37500.0,43900.0,46900.0,SG,150080,140480,120000,187600
SG038,"Operation
forAbdominal Hydatid
Cyst (Single Organ) -
Change in Name",21000.0,23100.0,26200.0,SG,83840,73920,67200,104800
SG039,Cholecystectomy,31100.0,36400.0,38900.0,SG,124480,116480,99520,155600
SG039,Cholecystectomy,31100.0,36400.0,38900.0,SG,124480,116480,99520,155600
SG039,Cholecystectomy,31100.0,36400.0,38900.0,SG,124480,116480,99520,155600
SG039,Cholecystectomy,31100.0,36400.0,38900.0,SG,124480,116480,99520,155600
SG040,"Operative
Cholecystostomy",11300.0,13200.0,14100.0,SG,45120,42240,36160,56400
SG040,"Operative
Cholecystostomy",11300.0,13200.0,14100.0,SG,45120,42240,36160,56400
SG041,"Operation of
Choledochal Cyst",31700.0,37100.0,39700.0,SG,127040,118720,101440,158800
SG042,Splenectomy,35200.0,40000.0,42200.0,SG,135040,128000,112640,168800
SG042,Splenectomy,35200.0,40000.0,42200.0,SG,135040,128000,112640,168800
SG043,"Bypass - Inoperable
Pancreas",62500.0,71000.0,75000.0,SG,240000,227200,200000,300000
,,,,,,,,,
SG044,"Distal Pancreatectomy
with
Pancreatico
Jejunostomy",44600.0,50600.0,53500.0,SG,171200,161920,142720,214000
SG045,"PancreaticoDuodenect
omy (Whipple's)",125000.0,142000.0,150000.0,SG,480000,454400,400000,600000
SG046,"Porto Caval
Anastomosis",50000.0,56800.0,60000.0,SG,192000,181760,160000,240000
SG047,"Mesenteric Caval
Anastomosis",48600.0,55200.0,58300.0,SG,186560,176640,155520,233200
SG048,"Mesenteric Cyst –
Excision",20700.0,24200.0,25800.0,SG,82560,77440,66240,103200
SG049,"Retroperitoneal Tumor
– Excision",39200.0,44600.0,47100.0,SG,150720,142720,125440,188400
SG050,Groin Hernia Repair,20000.0,23400.0,25000.0,SG,80000,74880,64000,100000
SG050,Groin Hernia Repair,20000.0,23400.0,25000.0,SG,80000,74880,64000,100000
SG050,Groin Hernia Repair,20000.0,23400.0,25000.0,SG,80000,74880,64000,100000
SG050,Groin Hernia Repair,20300.0,23800.0,25400.0,SG,81280,76160,64960,101600
SG050,Groin Hernia Repair,22900.0,26800.0,28600.0,SG,91520,85760,73280,114400
SG051,Hernia - Ventral,20000.0,23400.0,25000.0,SG,80000,74880,64000,100000
SG051,Hernia - Ventral,25000.0,29300.0,31300.0,SG,100160,93760,80000,125200
SG051,Hernia - Ventral,25000.0,29300.0,31300.0,SG,100160,93760,80000,125200
SG051,Hernia - Ventral,25000.0,29300.0,31300.0,SG,100160,93760,80000,125200
SG052,"Repair of Incisional
Hernia",20300.0,23700.0,25400.0,SG,81280,75840,64960,101600
SG053,"Hiatus Hernia Repair /
Fundoplication",26300.0,30800.0,32900.0,SG,105280,98560,84160,131600
,,,,,,,,,
SG053,"Hiatus Hernia Repair /
Fundoplication",26300.0,30800.0,32900.0,SG,105280,98560,84160,131600
SG053,"Hiatus Hernia Repair /
Fundoplication",26300.0,30800.0,32900.0,SG,105280,98560,84160,131600
SG054,"Excision of cyst /
Sebaceous Cysts over
scrotum",2700.0,3100.0,3300.0,SG,10560,9920,8640,13200
SG054,"Excision of cyst /
Sebaceous Cysts over
scrotum",5000.0,5900.0,6300.0,SG,20160,18880,16000,25200
SG055,"Excision Filarial
Scrotum",8000.0,9400.0,10000.0,SG,32000,30080,25600,40000
SG056,"Operation for
Hydrocele",10000.0,11700.0,12500.0,SG,40000,37440,32000,50000
SG057,"Epididymal Cyst /
Nodule Excision",5300.0,6200.0,6600.0,SG,21120,19840,16960,26400
SG057,"Epididymal Cyst /
Nodule Excision",5300.0,6200.0,6600.0,SG,21120,19840,16960,26400
SG058,Vasovasostomy,12000.0,14100.0,15000.0,SG,48000,45120,38400,60000
SG059,Orchidectomy,12000.0,14100.0,15000.0,SG,48000,45120,38400,60000
SG060,"Inguinal Node
(dissection) - U/L",19800.0,23100.0,24700.0,SG,79040,73920,63360,98800
SG061,"Estlander Operation
(lip)",18500.0,21000.0,22200.0,SG,71040,67200,59200,88800
SG062,"Operation for
Carcinoma Lip",25100.0,28500.0,30100.0,SG,96320,91200,80320,120400
SG062,"Operation for
Carcinoma Lip",37500.0,42600.0,45000.0,SG,144000,136320,120000,180000
SG062,"Operation for
Carcinoma Lip",37500.0,42600.0,45000.0,SG,144000,136320,120000,180000
SG063,"Complete Excision of
Growth from Tongue
only (inclusive of
Histopathology)",20900.0,23700.0,25000.0,SG,80000,75840,66880,100000
SG064,"Excision of Growth
from Tongue with neck
node dissection",39200.0,44500.0,47000.0,SG,150400,142400,125440,188000
,,,,,,,,,
SG065,"Microlaryngoscopic
Surgery",18500.0,21700.0,23200.0,SG,74240,69440,59200,92800
SG066,"Submandibular Mass
Excision",25000.0,28400.0,30000.0,SG,96000,90880,80000,120000
SG067,"Radical Neck
Dissection",33700.0,38300.0,40400.0,SG,129280,122560,107840,161600
SG068,"Surgical removal of
Branchial Cyst/Sinus",20000.0,23400.0,25000.0,SG,80000,74880,64000,100000
SG069,"Carotid Body tumour -
Excision",37500.0,42600.0,45000.0,SG,144000,136320,120000,180000
SG070,Thyroidectomy,26300.0,30700.0,32800.0,SG,104960,98240,84160,131200
SG070,Thyroidectomy,26300.0,30800.0,32900.0,SG,105280,98560,84160,131600
SG070,Thyroidectomy,43600.0,49600.0,52400.0,SG,167680,158720,139520,209600
SG071,"Excision of
Parathyroid Adenoma
/ Carcinoma",25000.0,29300.0,31300.0,SG,100160,93760,80000,125200
SG072,Thymectomy,60000.0,68200.0,72000.0,SG,230400,218240,192000,288000
SG073,Sympathectomy,20700.0,23500.0,24800.0,SG,79360,75200,66240,99200
SG074,"Breast Lump Excision
(Benign)",10000.0,11700.0,12500.0,SG,40000,37440,32000,50000
SG075,Mastectomy,25000.0,29300.0,31300.0,SG,100160,93760,80000,125200
SG075,Mastectomy,32900.0,37300.0,39400.0,SG,126080,119360,105280,157600
SG076,"Excision Mammary
Fistula",12000.0,14100.0,15000.0,SG,48000,45120,38400,60000
SG077,"Intercostal drainage
Only",5600.0,6500.0,7000.0,SG,22400,20800,17920,28000
,,,,,,,,,
SG078,"Rib Resection &
Drainage",20000.0,23400.0,25000.0,SG,80000,74880,64000,100000
SG079,Thoracoplasty,24400.0,28600.0,30500.0,SG,97600,91520,78080,122000
SG080,"Decortication
(Pleurectomy)",33000.0,38700.0,41300.0,SG,132160,123840,105600,165200
SG081,Lobectomy,32900.0,38400.0,41100.0,SG,131520,122880,105280,164400
SG081,Lobectomy,32900.0,38400.0,41100.0,SG,131520,122880,105280,164400
SG082,"Thoracoscopic
Segmental Resection",39900.0,45300.0,47900.0,SG,153280,144960,127680,191600
SG083,"Lung Hydatid Cyst
removal",26300.0,30800.0,32900.0,SG,105280,98560,84160,131600
SG084,"Incision & Drainage of
Abscess",5000.0,5900.0,6300.0,SG,20160,18880,16000,25200
SG085,"Lipoma / Cyst / other
cutaneous swellings
Excision",5000.0,5900.0,6300.0,SG,20160,18880,16000,25200
SG085,"Lipoma / Cyst / other
cutaneous swellings
Excision",5000.0,5900.0,6300.0,SG,20160,18880,16000,25200
SG085,"Lipoma / Cyst / other
cutaneous swellings
Excision",5000.0,5900.0,6300.0,SG,20160,18880,16000,25200
SG086,Debridement of Ulcer,5000.0,5900.0,6250.0,SG,20000,18880,16000,25000
SG087,"Flap Reconstructive
Surgery",36100.0,41000.0,43300.0,SG,138560,131200,115520,173200
SG088,"Free Grafts - Wolfe
Grafts",31300.0,35500.0,37500.0,SG,120000,113600,100160,150000
SG089,"Tissue Reconstruction
Flap",35200.0,40000.0,42200.0,SG,135040,128000,112640,168800
SG090,"Split thickness skin
grafts",18800.0,21300.0,22500.0,SG,72000,68160,60160,90000
,,,,,,,,,
SG090,"Split thickness skin
grafts",18100.0,20600.0,21700.0,SG,69440,65920,57920,86800
SG090,"Split thickness skin
grafts",20400.0,23200.0,24500.0,SG,78400,74240,65280,98000
SG091,"Skin Flaps - Rotation
Flaps",28800.0,32700.0,34600.0,SG,110720,104640,92160,138400
SG092,Tendon Transfer,25000.0,28400.0,30000.0,SG,96000,90880,80000,120000
SG093,"Lymphatics Excision
of Subcutaneous
Tissues In
Lymphoedema",15000.0,17600.0,18800.0,SG,60160,56320,48000,75200
SG094,"AV Fistula without
prosthesis",18400.0,21600.0,23000.0,SG,73600,69120,58880,92000
SG095,"Management of
Varicose Veins",16500.0,19400.0,20700.0,SG,66240,62080,52800,82800
SG095,"Management of
Varicose Veins",5000.0,5900.0,6300.0,SG,20160,18880,16000,25200
SG096,Biopsy,5000.0,5900.0,6300.0,SG,20160,18880,16000,25200
SG096,Biopsy,2700.0,3100.0,3300.0,SG,10560,9920,8640,13200
SG096,Biopsy,2500.0,2900.0,3100.0,SG,9920,9280,8000,12400
SG096,Biopsy,2500.0,2900.0,3100.0,SG,9920,9280,8000,12400
SG097,Stoma Management,5500.0,6400.0,6800.0,SG,21760,20480,17600,27200
SG097,Stoma Management,5500.0,6400.0,6800.0,SG,21760,20480,17600,27200
SG098,Foreign Body Removal,7000.0,8200.0,8800.0,SG,28160,26240,22400,35200
,,,,,,,,,
SG099,"Necrotising fasciitis /
Fournier Gangrene",14100.0,16000.0,16900.0,SG,54080,51200,45120,67600
SG100,"Surgical management
of Lower GI bleed
(inclusive of
sigmoidoscopy /
colonoscopy) -
Colonoscopic
management only
excluding local
perineal conditions",25000.0,28400.0,30000.0,SG,96000,90880,80000,120000
SG101,Caecopexy,25000.0,28400.0,30000.0,SG,96000,90880,80000,120000
MG058,Diabetic Foot,0.0,0.0,0.0,MG,0,0,0,0
SG102,"Repair of Renal Artery
Stenosis",76000.0,86300.0,91200.0,SG,291840,276160,243200,364800
SG103,ERCP,25000.0,28400.0,30000.0,SG,96000,90880,80000,120000
SG104,Circumcision,10000.0,11700.0,12500.0,SG,40000,37440,32000,50000
MC019,Pericardiocentesis,15200.0,17200.0,18200.0,MC,58240,55040,48640,72800
SG105,"Percutaneous
transhepatic external
biliary drainage
(PTBD)",25200.0,28700.0,30300.0,SG,96960,91840,80640,121200
MG044,Renal colic,0.0,0.0,0.0,MG,0,0,0,0
MG045,AKI / Renal failure,0.0,0.0,0.0,MG,0,0,0,0
SB065,Excision of Bursa,3000.0,3600.0,3800.0,SB,12160,11520,9600,15200
MG096,Intercostal drainage,0.0,0.0,0.0,MG,0,0,0,0
SE040,"GA / EUA separate
add on package",3000.0,3600.0,3800.0,SE,12160,11520,9600,15200
SL021,Parotidectomy,28200.0,33000.0,35300.0,SL,112960,105600,90240,141200
,,,,,,,,,
SL021,Parotidectomy,23800.0,27900.0,29800.0,SL,95360,89280,76160,119200
SL026,"Tracheostomy /
Tracheotomy",28000.0,32800.0,35000.0,SL,112000,104960,89600,140000
SL026,"Tracheostomy /
Tracheotomy",28000.0,32800.0,35000.0,SL,112000,104960,89600,140000
SL027,Neck dissection,23500.0,26700.0,28200.0,SL,90240,85440,75200,112800
SL027,Neck dissection,23500.0,26700.0,28200.0,SL,90240,85440,75200,112800
SL027,Neck dissection,23500.0,26700.0,28200.0,SL,90240,85440,75200,112800
SL027,Neck dissection,23500.0,26700.0,28200.0,SL,90240,85440,75200,112800
SL028,"Deep neck abscess
drainage/ Post trauma
neck
exploration",16800.0,19700.0,21000.0,SL,67200,63040,53760,84000
SL028,"Deep neck abscess
drainage/ Post trauma
neck
exploration",21000.0,23900.0,25200.0,SL,80640,76480,67200,100800
ST001,"Conservative
Management of Head
Injury",0.0,0.0,1300.0,ST,4160,0,0,5200
ST001,"Conservative
Management of Head
Injury",0.0,5900.0,6300.0,ST,20160,18880,0,25200
ST002,"Head injury with repair
of Facio-Maxillary
Injury & fixations
(including implants)",38800.0,44100.0,46500.0,ST,148800,141120,124160,186000
ST003,"Craniotomy and
evacuation of
Haematoma with
fixation of fracture of
long bone",75000.0,85200.0,90000.0,ST,288000,272640,240000,360000
ST003,"Craniotomy and
evacuation of
Haematoma with
fixation of fracture of
long bone",75000.0,85200.0,90000.0,ST,288000,272640,240000,360000
ST003,"Craniotomy and
evacuation of
Haematoma with
fixation of fracture of
long bone",93800.0,106500.0,112500.0,ST,360000,340800,300160,450000
,,,,,,,,,
ST003,"Craniotomy and
evacuation of
Haematoma with
fixation of fracture of
long bone",93800.0,106500.0,112500.0,ST,360000,340800,300160,450000
ST004,"Management of Chest
injury with fracture of
Long bone",30000.0,35100.0,37500.0,ST,120000,112320,96000,150000
ST004,"Management of Chest
injury with fracture of
Long bone",45000.0,52700.0,56300.0,ST,180160,168640,144000,225200
ST005,"Management of
Visceral injury and
fracture long bone",37500.0,42600.0,45000.0,ST,144000,136320,120000,180000
ST005,"Management of
Visceral injury and
fracture long bone",56300.0,63900.0,67500.0,ST,216000,204480,180160,270000
ST006,"Internal fixation of
Pelviacetabular
fracture",40000.0,46800.0,50000.0,ST,160000,149760,128000,200000
ST007,"Internal fixation with
Flap cover Surgery for
wound in compound
fracture",40000.0,46800.0,50000.0,ST,160000,149760,128000,200000
ST008,"Emergency tendons
repair ± Peripheral
Nerve repair/
reconstructive surgery",37500.0,42600.0,45000.0,ST,144000,136320,120000,180000
ST009,"Management of Nerve
Plexus / Tendon
injuries",0.0,14200.0,15000.0,ST,48000,45440,0,60000
ST009,"Management of Nerve
Plexus / Tendon
injuries",0.0,14200.0,15000.0,ST,48000,45440,0,60000
