Specialty,"Specialty
Code
HBP 2022","Package
Code
HBP 2022","AB PMJAY Package
Name","Procedure code
HBP 2022",Procedure Name 2022,Tier3 (Z),Tier2 (Y),Tier1 (X),Implant mapped.,implant cost,"Stratification
remarks",,,,,,,,,,,,,,,,,,
"ENT,General
Surgery,
Surgical
Oncology",SC,SL027,Neck dissection,SL027D,"Comprehensive
Pharyngeal
diverticulum excision",23500,26700,28200,NA,NA,NA,,,,,,,,,,,,,,,,,,
"ENT,Surgical
Oncology",SC,SL020,"Excision of tumour of
oral cavity / paranasal
sinus / laryngopharynx
with or without
reconstruction",SL020A,"Excision of tumour of oral
cavity / paranasal sinus /
laryngopharynx
without reconstruction",12500,14200,15000,"Implant for
Excision of
tumour of oral
cavity / paranasal
sinus /
laryngopharynx -
20000",20000,NA,,,,,,,,,,,,,,,,,,
"ENT,Surgical
Oncology",SC,SL020,"Excision of tumour of
oral cavity / paranasal
sinus / laryngopharynx
with or without
reconstruction",SL020B,"Excision of tumour of oral
cavity / paranasal sinus /
laryngopharynx
with pedicled flap
reconstruction",45700,51900,54800,NA,NA,NA,,,,,,,,,,,,,,,,,,
"ENT,Surgical
Oncology",SC,SL020,"Excision of tumour of
oral cavity / paranasal
sinus / laryngopharynx
with or without
reconstruction",SL020C,"Excision of tumour of oral
cavity /
paranasal sinus /
laryngopharynx with free
flap reconstruction",31300,35500,37500,"Implant for
Excision of
tumour of oral
cavity / paranasal
sinus /
laryngopharynx -
20000",20000,NA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ENT,Surgical
Oncology",SC,SL025,"Open laryngeal
framework surgery /
Thyroplasty",SL025A,"Open laryngeal framework
surgery / Thyroplasty",5000,5900,6300,"Implant for Open
laryngeal
framework
surgery /
Thyroplasty (Keel
/ Stent) -
15000",15000,NA,,,,,,,,,,,,,,,,,,
"ENT,Surgical
Oncology,Neuro
surgery",SC,SL029,"Anterior skull base
surgery",SL029A,"Endoscopic CSF
Rhinorrhea Repair",32500,37000,39000,Fibrin Glue - 9000,9000,NA,,,,,,,,,,,,,,,,,,
"ENT,Surgical
Oncology,Neuro
surgery",SC,SL029,"Anterior skull base
surgery",SL029B,"Optic nerve
decompression",31900,36300,38300,Fibrin Glue - 9000,9000,NA,,,,,,,,,,,,,,,,,,
"ENT,Surgical
Oncology,Neuro
surgery",SC,SL029,"Anterior skull base
surgery",SL029C,Orbital decompression,31900,36300,38300,Fibrin Glue - 9000,9000,NA,,,,,,,,,,,,,,,,,,
"ENT,Surgical
Oncology,Neuro
surgery",SC,SL029,"Anterior skull base
surgery",SL029D,Craniofacial resection,31900,36300,38300,Fibrin Glue - 9000,9000,NA,,,,,,,,,,,,,,,,,,
"ENT,Surgical
Oncology,Neuro
surgery",SC,SL029,"Anterior skull base
surgery",SL029E,Maxillary swing,31900,36300,38300,Fibrin Glue - 9000,9000,NA,,,,,,,,,,,,,,,,,,
"ENT,Surgical
Oncology",SC,SL030,"Advanced anterior
skull base surgery",SL030A,"Endoscopic
Hypophysectomy",49800,56600,59700,Fibrin Glue - 9000,9000,NA,,,,,,,,,,,,,,,,,,
"ENT,Surgical
Oncology",SC,SL030,"Advanced anterior
skull base surgery",SL030B,Clival tumour excision,49800,56600,59700,Fibrin Glue - 9000,9000,NA,,,,,,,,,,,,,,,,,,
"ENT,Surgical
Oncology",SC,SL031,"Lateral skull base
procedures",SL031A,Subtotal petrosectomy,30900,35100,37100,Fibrin Glue - 9000,9000,NA,,,,,,,,,,,,,,,,,,
"ENT,Surgical
Oncology",SC,SL031,"Lateral skull base
procedures",SL031B,"Post-traumatic facial
nerve
decompression",30900,35100,37100,Fibrin Glue - 9000,9000,NA,,,,,,,,,,,,,,,,,,
"ENT,Surgical
Oncology",SC,SL031,"Lateral skull base
procedures",SL031C,CSF Otorrhoea repair,30900,35100,37100,Fibrin Glue - 9000,9000,NA,,,,,,,,,,,,,,,,,,
"ENT,Surgical
Oncology",SC,SL032,"Advanced lateral skull
base surgery",SL032A,Fisch approach,49900,56700,59900,Fibrin Glue - 9000,9000,NA,,,,,,,,,,,,,,,,,,
"ENT,Surgical
Oncology",SC,SL032,"Advanced lateral skull
base surgery",SL032B,"Translabyrinthine
approach",49900,56700,59900,Fibrin Glue - 9000,9000,NA,,,,,,,,,,,,,,,,,,
"ENT,Surgical
Oncology",SC,SL032,"Advanced lateral skull
base surgery",SL032C,Transcochlear approach,49900,56700,59900,Fibrin Glue - 9000,9000,NA,,,,,,,,,,,,,,,,,,
"ENT,Surgical
Oncology",SC,SL032,"Advanced lateral skull
base surgery",SL032D,Temporal Bone resection,49900,56700,59900,Fibrin Glue - 9000,9000,NA,,,,,,,,,,,,,,,,,,
"Obstetrics &
Gynecology,
Surgical
Oncology,
Pediatric
Surgery",SC,SO002,"Laparotomy and
proceed for Ovarian
Cancers. Omentomy
with Bilateral Salpingo-
oophorectomy",SO002A,"Laparotomy and proceed
for Ovarian Cancers.
Omentomy with Bilateral
Salpingo-oophorectomy",38000,44500,47500,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Obstetrics &
Gynecology,
Surgical
Oncology",SC,SO003,"Laparoscopic tubal
surgeries
(for any indication
including ectopic
pregnancy)",SO003A,"Laparoscopic tubal
surgeries
(for any indication
including ectopic
pregnancy)",13900,16300,17400,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Obstetrics &
Gynecology,
Surgical
Oncology",SC,SO004,"Procedure on
Fallopian Tube for
establishing Tubal
Patency",SO004A,"Procedure on Fallopian
Tube for
establishing Tubal
Patency",11600,13600,14500,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Surgical
Oncology,
Obstetrics &
Gynecology",SC,SC032,Radical Hysterectomy,SC032A,"Class I radical
hysterectomy + bilateral
salpingoophorectomy +
BPLND - Lap.",53600,60900,64300,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Surgical
Oncology,
Obstetrics &
Gynecology",SC,SC032,Radical Hysterectomy,SC032B,"Class I radical
hysterectomy + bilateral
salpingoophorectomy +
BPLND - Open",53600,60900,64300,NA,NA,NA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Surgical
Oncology,
Obstetrics &
Gynecology",SC,SC032,Radical Hysterectomy,SC032C,"Class I radical
Hysterectomy +/- bilateral
salpingoophorectomy -
Lap.",38500,43700,46100,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Surgical
Oncology,
Obstetrics &
Gynecology",SC,SC032,Radical Hysterectomy,SC032D,"Class I radical
Hysterectomy +/- bilateral
salpingoophorectomy -
Open",38500,43700,46100,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Surgical
Oncology,
Obstetrics &
Gynecology",SC,SC032,Radical Hysterectomy,SC032E,"Class II radical
hysterctomy + BPLND",53600,60900,64300,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Surgical
Oncology,
Obstetrics &
Gynecology",SC,SC032,Radical Hysterectomy,SC032F,"Class III radical
hysterctomy + BPLND",53600,60900,64300,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Surgical
Oncology,
Obstetrics &
Gynecology",SC,SC032,Radical Hysterectomy,SC032G,"Hysterectomy + bilateral
salpingoophorectomy +
omentectomy +
peritonectomy and organ
resections",88100,100100,105700,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Surgical
Oncology,
Obstetrics &
Gynecology",SC,SC034,"Vulvectomy +
reconstruction
procedures",SC034A,"Vulvectomy +
reconstruction procedures",72500,82300,87000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Obstetrics &
Gynecology,
Pediatric
Surgery",SC,SU075,"Urethrovaginal fistula
repair",SU075A,"Urethrovaginal fistula
repair",50000,56800,60000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Surgical
Oncology,
Obstetrics &
Gynecology",SC,SU090,"Radical
Retroperitoneal lymph
node dissection",SU090A,"Radical Retroperitoneal
lymph node dissection-
Open",49800,56600,59800,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Surgical
Oncology,
Obstetrics &
Gynecology",SC,SU090,"Radical
Retroperitoneal lymph
node dissection",SU090B,"Radical Retroperitoneal
lymph node dissection -
Lap.",50700,57600,60900,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Pediatric
Surgery,
Surgical
Oncology",SC,SU003,Nephrectomy,SU003A,"Nephrectomy For Benign
pathology - Open",41100,46600,49300,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Pediatric
Surgery,
Surgical
Oncology",SC,SU003,Nephrectomy,SU003B,"Nephrectomy -For Benign
pathology - Lap.",45800,52000,54900,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Pediatric
Surgery,
Surgical
Oncology",SC,SU003,Nephrectomy,SU003C,"Nephrectomy- Radical
(Renal tumor) - Open",41100,46600,49300,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Pediatric
Surgery,
Surgical
Oncology",SC,SU003,Nephrectomy,SU003D,"Nephrectomy- Radical
(Renal tumor) - Lap.",45800,52000,54900,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Pediatric
Surgery,
Surgical
Oncology",SC,SU004,"Nephrectomy - Partial
or Hemi",SU004A,"Nephrectomy - Partial or
Hemi-Open",54500,61900,65400,NA,NA,NA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Urology,
Pediatric
Surgery,
Surgical
Oncology",SC,SU004,"Nephrectomy - Partial
or Hemi",SU004B,"Nephrectomy - Partial or
Hemi- Lap.",57800,65700,69300,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Pediatric
Surgery,
Surgical
Oncology",SC,SU010,"Nephro ureterectomy
(Benign)",SU010A,"Nephro ureterectomy
(Benign)-Open",41100,46600,49300,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Pediatric
Surgery,
Surgical
Oncology",SC,SU010,"Nephro ureterectomy
(Benign)",SU010B,"Nephro ureterectomy
(Benign) - Lap.",45800,52000,54900,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Pediatric
Surgery,
Surgical
Oncology",SC,SU011,"Nephro ureterectomy
with cuff of bladder",SU011A,"Nephro ureterectomy with
cuff of bladder-Open",41100,46600,49300,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Urology,
Pediatric
Surgery,
Surgical
Oncology",SC,SU011,"Nephro ureterectomy
with cuff of bladder",SU011B,"Nephro ureterectomy with
cuff of bladder Lap.",45800,52000,54900,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Ophthalmology,
Pediatric
Medical
Management,
General
Medicine",SE,SE042,Optic neuritis,SE042A,Optic neuritis,2100,2500,2700,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE001,Ptosis Surgery,SE001A,Ptosis Surgery,8000,9400,10000,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE002,Entropion correction,SE002A,Entropion correction,6600,7800,8300,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE003,Ectropion correction,SE003A,Ectropion correction,6500,7700,8200,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE004,Lid Tear Repair,SE004A,Lid Tear Repair,7700,9100,9700,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE005,Lid Abscess Drainage,SE005A,Lid Abscess Drainage,5700,6700,7200,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE006,"Lid Tumor excision +
Lid Reconstruction",SE006A,"Lid Tumor excision + Lid
Reconstruction",14000,16400,17500,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE007,Chalazion Removal,SE007A,Chalazion Removal,2000,2400,2500,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE008,Squint correction,SE008A,Minor - upto 2 muscles,4100,4800,5100,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE008,Squint correction,SE008B,"Major - 3 or more muscles
(complex surgery
involving four muscles or
oblique muscles)",12000,14100,15000,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE009,"Conjunctival tumour
excision including
Amniotic Membrane
Graft",SE009A,"Conjunctival tumour
excision including
Amniotic Membrane Graft",7000,8200,8800,"Tissue graft-
amniotic
membrane",NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE010,"Dacryocystorhinostom
y",SE010A,"Canaliculo
Dacryocystorhinostomy
with Silicon Tube / Stent",12500,14200,15000,"Silicon Tube /
Silicon stent -
2000",2000,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE010,"Dacryocystorhinostom
y",SE010B,"Canaliculo
Dacryocystorhinostomy
without Silicon Tube /
Stent",10000,11400,12000,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE010,"Dacryocystorhinostom
y",SE010C,"Dacryocystorhinostomy
with Silicon Tube / Stent",12500,14200,15000,"Silicon Tube /
Silicon stent -
2000",2000,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE010,"Dacryocystorhinostom
y",SE010D,"Dacryocystorhinostomy
without Silicon Tube /
Stent",10000,11400,12000,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE011,"Corneal Ulcer
Management",SE011A,"Corneal Ulcer
Management",5000,5700,6000,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE012,Corneal Grafting,SE012A,Corneal Grafting,13700,15500,16400,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE012,Corneal Grafting,SE012C,Lamellar Keratoplasty,17200,19600,20700,NA,NA,NA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE013,"Corneal Collagen
Crosslinking",SE013A,"Corneal Collagen
Crosslinking",17500,19900,21000,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE014,"Pterygium +
Conjunctival Autograft",SE014A,"Pterygium + Conjunctival
Autograft",11700,13300,14000,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE015,"Corneo / Scleral /
Corneo scleral tear
repair",SE015A,"Corneo / Scleral / Corneo
scleral tear repair",7500,8600,9000,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE016,"Corneal / Scleral
Patch Graft",SE016A,"Corneal / Scleral Patch
Graft",7300,8300,8700,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE017,"Scleral buckling
surgery",SE017A,Scleral buckling surgery,24700,28000,29600,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE018,"Scleral Buckle
Removal",SE018A,Scleral Buckle Removal,6900,7900,8300,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE019,"Limbal Dermoid
Removal",SE019A,Limbal Dermoid Removal,2500,2900,3000,"Tissue graft -
Cornea / Sclera -
3000",3000,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE020,Cataract surgery,SE020A,"Phaco emulsification with
foldable hydrophobic
acrylic IOL",4500,5300,5700,"Foldable
Hydrophobic
intraocular lens
3000",3000,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE020,Cataract surgery,SE020B,"SICS with non-foldable
IOL",4000,4700,5000,"Non foldable IOL -
1000",1000,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE021,"Surgery for Pediatric
Cataract",SE021A,Paediatric lensectomy,11500,13100,13800,"Foldable
Hydrophobic
intraocular lens
3000",3000,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE021,"Surgery for Pediatric
Cataract",SE021B,"Pediatric lens aspiration
with posterior capsulotomy
& anterior vitrectomy",11500,13100,13800,"Foldable
Hydrophobic
intraocular lens
3000",3000,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE021,"Surgery for Pediatric
Cataract",SE021C,"Paediatric
Membranectomy &
anterior vitrectomy",10000,11400,12000,"Foldable
Hydrophobic
intraocular lens
3000",3000,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE022,Capsulotomy (YAG),SE022A,Capsulotomy (YAG),1900,2200,2300,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE023,"SFIOL (inclusive of
Vitrectomy)",SE023A,"SFIOL (inclusive of
Vitrectomy)",18800,21300,22500,"Glue for Scleral
fixated IOL - 3000",3000,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE024,"Secondary IOL / IOL
Exchange / Explant",SE024A,"Secondary IOL / IOL
Exchange / Explant",6200,7300,7800,IOL - 3000,3000,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE025,IRIS Prolapse – Repair,SE025A,IRIS Prolapse – Repair,4500,5300,5700,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE026,Iridectomy,SE026A,Iridectomy,2000,2400,2500,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE027,Glaucoma Surgery,SE027A,"Cyclocryotherapy /
Cyclophotocoagulation",4700,5300,5600,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE027,Glaucoma Surgery,SE027B,"Glaucoma Surgery
(Trabeculectomy only)
with or without Mitomycin
C, including postoperative
medications for 12 weeks
(and wherever surgical or
laser procedures required
for bleb augmentation and
anterior chamber
maintenance)",14200,16100,17000,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE027,Glaucoma Surgery,SE027C,Glaucoma Shunt Surgery,16300,18500,19500,"Valved / Non
Valved Glaucoma
tube -
shunt - 7000",7000,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE027,Glaucoma Surgery,SE027D,"Pediatric Glaucoma
Surgery",18800,21300,22500,NA,NA,NA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE028,"EUA for Confirmation
of Pediatric Glaucoma",SE028A,"EUA for Confirmation of
Pediatric Glaucoma",3000,3600,3800,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE029,"Retinal Laser
Photocoagulation",SE029A,"For retinal tear repair Per
Eye Per Sitting",1500,1800,1900,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE029,"Retinal Laser
Photocoagulation",SE029B,"Pan Retinal
Photocoagulation (PRP) -
Retinal Laser including 3
sittings / package of retino
laser photocoagulation
(3 sittings per eye for both
eyes)",8500,10000,10700,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE030,ROP Laser - Per Eye,SE030A,ROP Laser - Per Eye,5000,5900,6300,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE031,Retinal Cryopexy,SE031A,Retinal Cryopexy,3800,4500,4800,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE032,"Vitreoretinal Surgery
(with Silicon Oil
Insertion)",SE032A,"Vitreoretinal Surgery (with
Silicon Oil Insertion)",25300,29700,31700,"Implant for
""Vitreoretinal
Surgery"" (IOL &
Per flouro carbon
liquid) - 6000",6000,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE033,"SOR (Silicon Oil
Removal)",SE033A,SOR (Silicon Oil Removal),9300,10900,11700,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE034,"Endophthalmitis
(excluding Vitrectomy)",SE034A,"Endophthalmitis
(excluding Vitrectomy)",5000,5900,6300,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE035,Enucleation,SE035A,"Enucleation Without
implant",11900,13500,14300,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE035,Enucleation,SE035B,Enucleation With implant,13300,15100,15900,"Implant for
""Enucleation""
(Conformers
+ Plastic /
silicon ball type
implant) -
1000",1000,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE036,Evisceration,SE036A,Evisceration,13300,15600,16700,"Implant for
""Evisceration""
(Conformers
+ Plastic /
silicon ball type
implant) -
1000",1000,NA,,,,,,,,,,,,,,,,,,
"Ophthalmology,
Surgical
Oncology",SE,SE037,Exenteration,SE037A,Exenteration,23700,27800,29700,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE038,"Socket Reconstruction
including Amniotic
Membrane Graft",SE038A,"Socket Reconstruction
including Amniotic
Membrane Graft",14000,16000,16800,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE039,Orbitotomy,SE039A,Orbitotomy,17500,19900,21000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Ophthalmology,
ENT, General
Surgery,
Radiation
Oncology",SE,SE040,"GA / EUA separate
add on package",SE040A,"GA / EUA separate add on
package",3000,3600,3800,NA,NA,NA,,,,,,,,,,,,,,,,,,
Ophthalmology,SE,SE041,Orbital fracture repair,SE041A,"Orbital fracture repair
under GA",10500,12300,13200,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Ophthalmology,
Pediatric
Medical
Management,
General
Medicine",SE,SE042,Optic neuritis,SE042A,Optic neuritis,2100,2500,2700,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Ophthalmology/
General
Medicine",SE,SE043,Glaucoma Screening,SE043A,"Vision Refraction-IOP &
Fundus",800,900,1000,NA,NA,NA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ophthalmology/
General
Medicine",SE,SE043,Glaucoma Screening,SE043B,"Vision Refraction-IOP &
Fundus OCT & Visual
Fields",1500,1800,1900,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Ophthalmology/
General
Medicine",SE,SE044,"Diabetic Retinopathy
Screening",SE044A,"Vision refraction,fundus
photo and OCT",1000,1200,1300,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Neo - natal
Care/opthalmol
ogy",SE,MN008,"Laser Therapy for
Retinopathy of
Prematurity
(Irrespective of no. of
eyes affected) - per
session",MN008A,"Laser Therapy for
Retinopathy of Prematurity
(Irrespective of no. of eyes
affected)
per session",1900,2200,2300,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology",SG,SG001,Oesophagectomy,SG001A,Oesophagectomy,125000,142000,150000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG002,"Operations for
Replacement of
Oesophagus by Colon",SG002A,"Operations for
Replacement of
Oesophagus by Colon",61200,69500,73500,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG003,Gastrectomy,SG003A,"Bleeding Ulcer - Partial
Gastrectomy without
Vagotomy",62500,71000,75000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG003,Gastrectomy,SG003B,"Bleeding Ulcer - Partial
Gastrectomy with
Vagotomy",62500,71000,75000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology",SG,SG003,Gastrectomy,SG003C,"Partial Gastrectomy for
Carcinoma",43500,49500,52200,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology",SG,SG003,Gastrectomy,SG003D,"Subtotal Gastrectomy for
Carcinoma",43500,49500,52200,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology",SG,SG003,Gastrectomy,SG003E,Total Gastrectomy - Lap.,81300,92300,97500,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology",SG,SG003,Gastrectomy,SG003F,Total Gastrectomy - Open,81300,92300,97500,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG004,"Operative
Gastrostomy",SG004A,Operative Gastrostomy,25000,28400,30000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG005,Vagotomy,SG005A,G J Vagotomy,32200,36500,38600,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG005,Vagotomy,SG005B,Vagotomy + Pyloroplasty,32200,36500,38600,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG006,"Operation for Bleeding
Peptic Ulcer",SG006A,"Operation for Bleeding
Peptic Ulcer",27200,31900,34000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG007,"Operation for Gastric /
Duodenal Perforation",SG007A,Gastric Perforation,22600,26400,28200,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG007,"Operation for Gastric /
Duodenal Perforation",SG007B,Duodenal Perforation,22600,26400,28200,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG008,Pyloroplasty,SG008A,Pyloroplasty,20700,23500,24800,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG009,Pyloromyotomy,SG009A,Pyloromyotomy,37500,42600,45000,NA,NA,NA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology",SG,SG0106,Subtotal Colectomy,SG0106A,Subtotal Colectomy- Open,34900,40900,43600,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology",SG,SG0106,Subtotal Colectomy,SG0106B,Lap,34900,40900,43600,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG056,"Operation for
Hydrocele",SG056B,"Operation for Hydrocele
(B/L)",15000,17600,18800,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG073,Sympathectomy,SG073B,"Sympathectomy-Bilateral
(B/L)",35000,41000,43800,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG0109,ERCP,SG0109A,ERCP,15000,17600,18800,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology",SG,SG010,Gastrojejunostomy,SG010A,Gastrojejunostomy,30000,35100,37500,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG0110,Brachial sinus excision,SG0110A,Brachial sinus excision,20000,23400,25000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG0111,"Epididymal Excision
under GA",SG0111A,"Epididymal Excision under
GA",2000,2400,2500,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG0112,"Mesentric cyst
excision",SG0112A,Mesentric cyst excision,20000,23400,25000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG0113,Mole Excision,SG0113A,Mole Excision,2000,2400,2500,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG0114,"Neurofibroma Excision
under LA",SG0114A,"Neurofibroma Excision
under LA",2000,2400,2500,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG0115,Ingrowing Toe Nail,SG0115A,Ingrowing Toe Nail,2000,2400,2500,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG0116,"Splenorenal
Anastomosis",SG0116A,Splenorenal Anastomosis,70000,81900,87500,NA,NA,NA,,,,,,,,,,,,,,,,,,
